Date,Close 1,Close 2,Ratio,Buy Enter,Buy Exit,Sell Exit,Sell Enter,Position 1,Position 2,P&L 1,P&L 2,P&L,Cum P&L
2004-03-15,1939.2,1106.25,1.7529491525423728,1.5590703328921298,1.6532528225384722,1.8416178018311564,1.9358002914774988,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-03-16,1927.69,1111.5,1.7343139901034639,1.5604538923457347,1.6542299261007423,1.8417819936107573,1.9355580273657649,0.0,0.0,-0.0,0.0,0.0,0.0
2004-03-17,1980.31,1123.75,1.762233592880979,1.561669884752008,1.655074011915223,1.8418822662416532,1.935286393404868,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-18,1947.56,1124.25,1.7323193239937735,1.5630122666825867,1.6560374674355647,1.8420878689415205,1.9351130696944985,0.0,0.0,-0.0,0.0,0.0,0.0
2004-03-19,1940.47,1120.25,1.7321758536041063,1.5648701102091576,1.6572721535693096,1.8420762402896131,1.9344782836497652,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-03-22,1897.63,1093.25,1.7357694946261149,1.5661607207847539,1.6581565804349703,1.8421482997354026,1.934144159385619,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-03-23,1898.94,1091.25,1.740151202749141,1.5675566959052099,1.6591102436026957,1.8422173389976668,1.9337708866951526,0.0,0.0,0.0,-0.0,0.0,0.0
2004-03-24,1922.51,1091.5,1.7613467704993129,1.5693758805426592,1.6603283132414215,1.842233178638946,1.9331856113377084,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-25,1967.17,1106.0,1.778634719710669,1.5709323954357888,1.6614163759275102,1.8423843369109527,1.9328683174026742,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-26,1960.02,1106.0,1.7721699819168173,1.5727455768698289,1.6626898585523753,1.8425784219174686,1.932522703600015,0.0,0.0,-0.0,0.0,0.0,0.0
2004-03-29,1996.23,1121.75,1.779567639848451,1.5743625148444464,1.6638297338324266,1.842764171808387,1.932231390796367,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-30,2000.68,1126.0,1.7768028419182949,1.5763753864812144,1.6652221360866224,1.8429156352974383,1.9317623849028462,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-31,2004.0,1125.0,1.7813333333333334,1.578088997874587,1.6664255245101711,1.8430985777813391,1.9314351044169233,0.0,0.0,0.0,-0.0,0.0,0.0
2004-04-01,2019.09,1133.5,1.7812880458756064,1.5801835825742314,1.667866023314186,1.8432309047940951,1.9309133455340497,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-02,2057.17,1142.0,1.8013747810858145,1.5820389688448426,1.6691596121694416,1.8434008988186397,1.9305215421432387,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-05,2079.12,1148.25,1.810685826257348,1.5835720907357491,1.6702919171371415,1.8437315699399264,1.9304513963413188,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-06,2053.32,1144.75,1.793684210526316,1.5860435728289202,1.6720075244293278,1.8439354276301425,1.92989937923055,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-07,2060.44,1142.25,1.8038432917487415,1.588224780257992,1.6735133945024623,1.8440906229914031,1.9293792372358733,0.0,0.0,0.0,-0.0,0.0,0.0
2004-04-08,2046.1,1139.5,1.7956121105748135,1.5904121002628542,1.6750401519140141,1.844296255216334,1.928924306867494,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-12,2069.45,1144.0,1.80895979020979,1.5930657879359091,1.676824247564334,1.8443411668211842,1.928099626449609,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-13,2026.2,1128.25,1.7958785730113007,1.595662974231766,1.6785981906449272,1.844468623471249,1.9274038398844102,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-14,2013.98,1129.75,1.7826775835361806,1.5985350349069583,1.6805039022219646,1.8444416368519772,1.9264105041669835,0.0,0.0,-0.0,0.0,0.0,0.0
2004-04-15,1989.21,1125.0,1.7681866666666668,1.6012968367256375,1.6823169046465256,1.8443570404883018,1.92537710840919,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-16,2007.17,1134.0,1.7699911816578484,1.60418240793992,1.684173247437224,1.8441549264318322,1.924145765929136,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-19,2020.45,1133.75,1.7820948180815877,1.6065493316777633,1.685725626533633,1.8440782162453726,1.9232545111012422,0.0,0.0,0.0,-0.0,0.0,0.0
2004-04-20,1978.63,1114.5,1.7753521758636162,1.6086495471054958,1.6871381466044424,1.8441153456023351,1.9226039451012817,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-21,1995.91,1122.5,1.7780935412026726,1.6111154040724336,1.6887525240406258,1.8440267639770098,1.921663883945202,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-22,2035.39,1136.75,1.790534418297779,1.6133162624847335,1.6902125527034015,1.844005133140738,1.9209014233594062,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-23,2034.48,1139.5,1.7854146555506802,1.6155030166081212,1.6916838012429474,1.8440453705125996,1.9202261551474258,0.0,0.0,-0.0,0.0,0.0,0.0
2004-04-26,2031.75,1138.0,1.7853690685413006,1.6174705277584442,1.6930129355478472,1.844097751126653,1.9196401589160559,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-27,2027.64,1138.0,1.7817574692442883,1.6198429600365738,1.6945792695820026,1.8440518886728596,1.9187881982182884,0.0,0.0,-0.0,0.0,0.0,0.0
2004-04-28,1985.54,1123.5,1.7672808188696039,1.6220073182507284,1.6960138249676409,1.8440268384014653,1.9180333451183778,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-29,1946.1,1114.0,1.746947935368043,1.6243943107095618,1.6975524839779643,1.8438688305147695,1.917027003783172,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-04-30,1919.39,1106.0,1.7354339963833636,1.6263734923535411,1.69881828067435,1.8437078573159675,1.9161526456367763,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-05-03,1926.09,1116.0,1.7258870967741935,1.6281063209617037,1.6999212118200715,1.8435509935368066,1.9153658843951744,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-04,1969.97,1115.5,1.765997310623039,1.6296567889084317,1.7009029667412343,1.8433953224068391,1.9146415002396417,0.0,0.0,0.0,-0.0,0.0,0.0
2004-05-05,1967.33,1122.0,1.7534135472370767,1.6314906448583126,1.7021049985204815,1.8433337058448196,1.9139480595069884,0.0,0.0,-0.0,0.0,0.0,0.0
2004-05-06,1923.3,1113.0,1.7280323450134771,1.6329437474498736,1.703059060171038,1.8432896856133665,1.913404998334531,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-05-07,1917.96,1095.5,1.7507622090369694,1.634661694091596,1.7041382108886263,1.8430912444826875,1.9125677612797178,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-05-10,1907.98,1083.5,1.760941393631749,1.6362215218897669,1.705149918700222,1.8430067123211316,1.9119351091315866,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-05-11,1931.48,1092.25,1.7683497367818724,1.637927155689384,1.7062613002056592,1.8429295892382103,1.9112637337544855,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-12,1927.23,1098.75,1.7540204778156996,1.6395869452344791,1.7073545984498382,1.8428899048805563,1.9106575580959153,0.0,0.0,-0.0,0.0,0.0,0.0
2004-05-13,1937.87,1093.75,1.771766857142857,1.6410414694925297,1.7083028722373026,1.8428256777268484,1.9100870804716212,0.0,0.0,0.0,-0.0,0.0,0.0
2004-05-14,1897.57,1094.75,1.7333363781685316,1.6430193248887175,1.709586731179258,1.8427215437603393,1.9092889500508798,0.0,0.0,-0.0,0.0,0.0,0.0
2004-05-17,1887.74,1085.5,1.7390511285122063,1.6447542311372372,1.710672547407336,1.8425091799475344,1.9084274962176333,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-05-18,1903.39,1090.25,1.7458289383169,1.6465215308823136,1.711782607398129,1.84230476042976,1.9075658369455755,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-19,1898.16,1086.75,1.7466390614216702,1.6485297797202378,1.7130406725311562,1.8420624581529925,1.906573350963911,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-05-20,1890.18,1090.5,1.733314993122421,1.6507586583402942,1.7144259243073767,1.8417604562415413,1.9054277222086238,0.0,0.0,-0.0,0.0,0.0,0.0
2004-05-21,1899.85,1092.5,1.7389931350114416,1.653080595175173,1.7158450582545022,1.841373984413161,1.90413844749249,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-24,1915.56,1096.5,1.7469767441860464,1.6549338486439837,1.7169971557016626,1.8411237698170206,1.9031870768746995,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-25,1966.68,1112.5,1.7678022471910113,1.6568986599248592,1.7182224646051723,1.8408700739657988,1.902193878646112,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-26,1976.16,1116.0,1.770752688172043,1.6586469218969797,1.719347872858524,1.8407497747816133,1.9014507257431577,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-27,1969.04,1122.75,1.7537653083945668,1.6602160150111431,1.7203698197072637,1.8406774290995052,1.9008312337956257,0.0,0.0,-0.0,0.0,0.0,0.0
2004-05-28,1990.81,1120.25,1.7771122517295246,1.6611983026598638,1.7210145971834911,1.8406471862307459,1.9004634807543732,0.0,0.0,0.0,-0.0,0.0,0.0
2004-06-01,1972.71,1121.25,1.7593846153846153,1.6626227929335526,1.7219573025605082,1.8406263218144192,1.8999608314413747,0.0,0.0,-0.0,0.0,0.0,0.0
2004-06-02,1998.32,1125.5,1.775495335406486,1.6644508353623375,1.7231111693354277,1.8404318372816082,1.8990921712546984,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-03,1960.26,1115.0,1.7580807174887891,1.6661464727438984,1.7242089509657343,1.8403339074094063,1.8983963856312422,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-04,1995.5,1123.25,1.776541286445582,1.667498745354662,1.7250768854235359,1.8402331655612838,1.8978113056301578,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-07,2020.62,1140.25,1.7720850690638017,1.6689790638908055,1.7260455437834974,1.8401785035688811,1.897244983461573,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-08,2023.54,1142.0,1.7719264448336252,1.6708109838449168,1.7272129912822327,1.8400170061568646,1.8964190135941805,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-09,1989.99,1131.5,1.7587185152452496,1.6729228877440647,1.728540774998558,1.8397765495075444,1.8953944367620377,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-10,1988.89,1136.5,1.7500131984161902,1.6746164077747006,1.7296039853115064,1.8395791403851185,1.8945667179219243,0.0,0.0,-0.0,0.0,0.0,0.0
2004-06-11,1988.89,1136.5,1.7500131984161902,1.6761991095151845,1.7305895819889099,1.8393705269363603,1.8937609994100857,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-14,1963.48,1125.5,1.7445402043536207,1.677966842790875,1.7316812974900524,1.8391102068884069,1.8928246615875843,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-15,2006.58,1134.0,1.7694708994708994,1.679814689897714,1.7328107777361972,1.8388029534131636,1.8917990412516468,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-16,2002.07,1133.0,1.7670520741394526,1.6816576011575006,1.7339684050395419,1.8385900128036239,1.8909008166856651,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-17,1976.25,1131.75,1.7461895294897283,1.6833674316487688,1.7350430963510715,1.8383944257556768,1.8900700904579795,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-18,2000.41,1129.75,1.770666076565612,1.6846175823690301,1.7358209629130776,1.838227724001173,1.8894311045452206,0.0,0.0,0.0,-0.0,0.0,0.0
2004-06-21,1972.43,1129.25,1.7466725702900157,1.6864337207120488,1.736959223535052,1.8380102291810587,1.8885357320040619,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-22,1994.87,1135.0,1.7575947136563876,1.6885556558588721,1.7382388365116792,1.8376051978172934,1.8872883784701004,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-23,2023.23,1144.0,1.7685576923076922,1.6909392222005886,1.7396788892125297,1.8371582232364119,1.885897890248353,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-24,2013.78,1141.25,1.764538882803943,1.693585773932481,1.7412803054673365,1.8366693685370472,1.8843639000719026,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-25,2033.87,1135.25,1.7915613301035014,1.6957225266608038,1.7425831268354282,1.8363043271846773,1.8831649273593016,0.0,0.0,0.0,-0.0,0.0,0.0
2004-06-28,2013.73,1131.75,1.77930638391871,1.697591780321628,1.743771646404272,1.8361313785695605,1.8823112446522046,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-06-29,2037.6,1135.75,1.79405679066696,1.6993759758764075,1.7448889345684548,1.8359148519525494,1.8814278106445967,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-30,2055.65,1140.5,1.8024112231477423,1.7012535259916308,1.7460817793472931,1.8357382860586173,1.8805665394142796,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,2006.67,1126.25,1.7817269700332965,1.7030017814790324,1.747212394832807,1.8356336215403561,1.8798442348941309,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-07-02,1996.61,1125.75,1.7735820564068399,1.704278586186391,1.7480315962746331,1.835537616451118,1.87929062653936,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-07-06,1958.69,1115.0,1.7566726457399104,1.7055186915902003,1.7488164261695176,1.8354118953281522,1.8787096299074695,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-07-07,1976.92,1118.0,1.7682647584973168,1.706081986827489,1.749176873470215,1.8353666467556677,1.8784615333983938,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-08,1934.57,1110.75,1.7416790456898492,1.7064730495044786,1.7494395337704376,1.835372502302356,1.8783389865683149,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-07-09,1940.22,1112.75,1.7436261514266458,1.7062961531583967,1.7493218305760996,1.8353731854115054,1.8783988628292083,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-12,1941.24,1113.5,1.7433677593174675,1.706539348840284,1.7494765798573002,1.8353510418913321,1.8782882729083483,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-13,1930.59,1114.25,1.732636302445591,1.7065547252089397,1.7494865829353223,1.835350298388088,1.8782821561144707,0.0,0.0,-0.0,0.0,0.0,0.0
2004-07-14,1937.68,1111.25,1.7436940382452195,1.7063889677295174,1.749380128003555,1.8353624485516307,1.8783536088256683,0.0,0.0,0.0,-0.0,0.0,0.0
2004-07-15,1925.76,1103.5,1.745138196647032,1.7064333224918506,1.7494089212535424,1.8353601187769255,1.8783357175386173,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-07-16,1882.93,1102.75,1.7074858308773522,1.7064628807346256,1.7494282319727277,1.8353589344489323,1.8783242856870344,0.0,0.0,-0.0,-0.0,-0.0,0.0
2004-07-19,1870.14,1098.75,1.7020614334470991,1.7061187164855962,1.7492180083397162,1.8354165920479562,1.8785158839020761,1.0,-1.0,-7.05,-14.55,-21.6,-21.6
2004-07-20,1917.07,1112.0,1.7239838129496403,1.7055953019197048,1.7488983133678315,1.835504336264085,1.8788073477122118,1.0,-1.0,938.5999999999967,-662.5,276.0999999999967,254.4999999999967
2004-07-21,1874.37,1090.5,1.7188170563961485,1.7057905830813072,1.749018019082094,1.835472891083668,1.878700327084455,1.0,-1.0,-854.0000000000009,1075.0,220.9999999999991,475.4999999999958
2004-07-22,1892.98,1093.75,1.7307245714285715,1.7055565788197822,1.7488722684350766,1.835503647665665,1.8788193372809594,1.0,-1.0,372.20000000000255,-162.5,209.70000000000255,685.1999999999983
2004-07-23,1846.55,1085.5,1.7011054813450022,1.705398639234627,1.7487712984702781,1.8355166169415804,1.8788892761772316,1.0,-1.0,-928.6000000000013,412.5,-516.1000000000013,169.09999999999707
2004-07-26,1829.06,1083.0,1.688882733148661,1.7048109493770323,1.748411100708118,1.835611403370289,1.8792115547013748,1.0,-1.0,-349.8000000000002,125.0,-224.80000000000018,-55.700000000003115
2004-07-27,1872.17,1092.5,1.7136567505720826,1.7039345020393786,1.7478782915894877,1.8357658706897064,1.8797096602398156,1.0,-1.0,862.2000000000025,-475.0,387.20000000000255,331.49999999999943
2004-07-28,1869.0,1095.5,1.706070287539936,1.7033837929322768,1.747528651661126,1.8358183691188237,1.8799632278476728,1.0,-1.0,-63.400000000001455,-150.0,-213.40000000000146,118.09999999999798
2004-07-29,1867.62,1100.25,1.6974505794137695,1.702937937239295,1.7472537503493282,1.835885376569394,1.8802011896794273,1.0,-1.0,-27.600000000002183,-237.5,-265.1000000000022,-147.0000000000042
2004-07-30,1896.31,1101.0,1.7223524069028155,1.7022067391650735,1.746802601542291,1.8359943262967258,1.8805901886739433,1.0,-1.0,573.8000000000011,-37.5,536.3000000000011,389.2999999999969
2004-08-02,1893.13,1105.5,1.7124649479873362,1.7015879676189885,1.746385845504234,1.8359816012747252,1.8807794791599708,1.0,-1.0,-63.599999999996726,-225.0,-288.5999999999967,100.70000000000016
2004-08-03,1859.17,1097.25,1.6943905217589428,1.7010414717860034,1.7460383562282722,1.8360321251128102,1.881029009555079,1.0,-1.0,-679.2000000000007,412.5,-266.7000000000007,-166.00000000000057
2004-08-04,1864.8,1097.0,1.699908842297174,1.7000631350200932,1.7454229977920714,1.8361427233360283,1.8815025861080066,1.0,-1.0,112.59999999999764,12.5,125.09999999999764,-40.90000000000293
2004-08-05,1820.21,1078.5,1.6877236903106165,1.6993872021904173,1.74500236293671,1.8362326844292958,1.8818478451755885,1.0,-1.0,-891.7999999999984,925.0,33.20000000000164,-7.700000000001296
2004-08-06,1775.57,1063.5,1.669553361542078,1.698531634350933,1.7444783403483888,1.8363717523433,1.882318458340756,1.0,-1.0,-892.800000000002,750.0,-142.800000000002,-150.5000000000033
2004-08-09,1774.64,1064.25,1.6675029363401457,1.6978195928161195,1.7440582854218745,1.8365356706333849,1.8827743632391398,1.0,-1.0,-18.599999999996726,-37.5,-56.099999999996726,-206.60000000000002
2004-08-10,1808.7,1076.25,1.6805574912891987,1.6975704466282315,1.7439132986876473,1.836599002806479,1.8829418548658947,1.0,-1.0,681.1999999999989,-600.0,81.19999999999891,-125.40000000000111
2004-08-11,1782.42,1075.75,1.6569091331629098,1.6971610930508352,1.7436701769253924,1.8366883446745068,1.883197428549064,1.0,-1.0,-525.5999999999995,25.0,-500.59999999999945,-626.0000000000006
2004-08-12,1752.49,1063.75,1.647464159811986,1.6960841806907896,1.7430372443180633,1.8369433715726111,1.8838964351998848,1.0,-1.0,-598.6000000000013,600.0,1.3999999999987267,-624.6000000000017
2004-08-13,1757.22,1066.25,1.6480375146541617,1.6944667348408295,1.74208045047704,1.8373078817494612,1.8849215973856717,1.0,-1.0,94.60000000000036,-125.0,-30.399999999999636,-655.0000000000015
2004-08-16,1782.84,1077.5,1.6546078886310904,1.6928967639275259,1.7411498499964635,1.8376560221343388,1.8859091082032764,1.0,-1.0,512.3999999999978,-562.5,-50.10000000000218,-705.1000000000037
2004-08-17,1795.25,1083.0,1.6576638965835642,1.691516894498144,1.7403268237569076,1.8379466822744344,1.886756611533198,1.0,-1.0,248.20000000000164,-275.0,-26.799999999998363,-731.900000000002
2004-08-18,1831.37,1094.5,1.6732480584741891,1.6899653120864668,1.7393841608994267,1.8382218585253465,1.8876407073383064,1.0,-1.0,722.3999999999978,-575.0,147.39999999999782,-584.5000000000042
2004-08-19,1819.89,1091.25,1.6677113402061856,1.6886509705102584,1.7385620836455011,1.8383843099159862,1.888295423051229,1.0,-1.0,-229.59999999999582,162.5,-67.09999999999582,-651.6
2004-08-20,1838.01,1098.75,1.6728191126279863,1.6871159130425,1.7375910252487567,1.8385412496612699,1.8890163618675266,1.0,-1.0,362.3999999999978,-375.0,-12.600000000002183,-664.2000000000022
2004-08-23,1838.7,1096.25,1.6772633979475484,1.685795485776889,1.7367589227564741,1.8386857967156442,1.8896492336952293,1.0,-1.0,13.800000000001091,125.0,138.8000000000011,-525.4000000000011
2004-08-24,1836.89,1097.5,1.6737038724373576,1.6844533419565204,1.7358867071944226,1.8387534376702266,1.8901868029081288,1.0,-1.0,-36.19999999999891,-62.5,-98.69999999999891,-624.1
2004-08-25,1860.72,1103.75,1.6858165345413363,1.6831506419203999,1.7350579052910364,1.8388724320323095,1.890779695402946,1.0,-1.0,476.59999999999854,-312.5,164.09999999999854,-460.0000000000015
2004-08-26,1852.92,1104.5,1.677609778180172,1.682004846612473,1.734299670365653,1.838889317872013,1.8911841416251929,1.0,-1.0,-155.9999999999991,-37.5,-193.4999999999991,-653.5000000000006
2004-08-27,1862.08,1108.25,1.680198511166253,1.680660067110051,1.7334028345293402,1.8388883693679183,1.8916311367872076,1.0,-1.0,183.1999999999971,-187.5,-4.30000000000291,-657.8000000000035
2004-08-30,1836.49,1099.0,1.6710555050045497,1.679361905567032,1.7325192230309716,1.838833857958851,1.8919911754227907,1.0,-1.0,-511.79999999999836,462.5,-49.29999999999836,-707.1000000000017
2004-08-31,1838.1,1104.0,1.664945652173913,1.6778904332926505,1.731527900594679,1.8388028351987362,1.8924403025007648,1.0,-1.0,32.199999999998,-250.0,-217.800000000002,-924.9000000000038
